trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
918,False,"{'a': 0.01, 'e': 0.00010308053314970452}",30,12,31.46573125277133,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
919,False,"{'a': 0.01, 'e': 0.00010205486470764058}",25,9,26.240013722307076,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
920,False,"{'a': 0.01, 'e': 0.00010103940183709324}",25,8,19.82749446238609,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
921,False,"{'a': 0.01, 'e': 0.00010003404299092957}",25,0,36.90222667053761,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
922,False,"{'a': 0.01, 'e': 9.9038687632426974e-05}",25,15,13.409543532780127,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1,True,"{'a': 0, 'e': 0}",20,13,14.067657321279661,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0, 'e': 0}",20,2,26.154657948270227,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0, 'e': 0}",25,14,18.16954209674247,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0, 'e': 0}",20,9,16.720702014892,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0, 'e': 0}",25,13,19.818617624205338,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0, 'e': 0}",30,16,25.164525215709222,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0, 'e': 0}",20,9,17.00409949241272,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0, 'e': 0}",30,0,42.67076933247595,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
9,True,"{'a': 0, 'e': 0}",30,18,22.147957250284662,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0, 'e': 0}",35,26,17.91637871275639,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
